lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
10,1,166.0,7,3,4,1,2,0,3,1
37,0,94.5,6,20,4,2,1,0,0,1
94,0,85.0,9,22,3,3,0,0,0,0
12,1,86.0,3,7,4,1,1,0,0,1
239,0,92.65,12,26,4,4,1,0,0,0
58,1,80.67,1,27,3,3,0,0,0,1
10,0,89.3,1,14,4,1,0,0,0,1
111,1,132.6,6,9,4,3,1,0,3,1
23,0,79.0,1,2,3,1,2,1,0,1
5,1,86.6,11,17,3,2,0,0,0,1
21,0,66.0,2,25,2,1,0,0,0,0
27,1,126.0,10,19,4,4,1,0,0,1
83,1,135.9,8,1,4,3,1,0,0,1
2,0,77.0,7,8,2,1,0,0,0,1
21,0,93.5,3,9,4,4,0,0,0,0
0,2,0.0,9,16,1,2,1,0,3,1
4,2,133.33,10,28,4,2,1,3,0,1
152,1,94.5,7,27,4,2,0,3,0,1
95,2,67.5,12,18,4,3,2,0,0,1
30,1,116.3,3,4,4,2,0,0,3,1
56,1,59.0,2,8,3,4,1,0,0,1
0,1,123.0,10,22,4,1,0,3,0,1
60,0,0.0,9,21,4,1,1,1,0,1
46,0,75.0,11,11,3,2,0,0,0,1
215,1,106.25,8,29,4,3,1,0,0,0
88,1,0.0,12,4,1,2,0,0,0,1
110,0,149.4,9,23,4,2,0,0,3,0
11,2,0.0,12,11,1,2,0,0,3,1
2,0,66.88,5,15,3,2,2,0,0,1
5,0,151.0,8,9,4,3,0,0,0,0
75,3,135.9,9,26,4,2,1,0,0,1
4,0,74.69,12,4,4,2,0,0,0,1
17,1,61.88,2,13,4,2,2,0,0,1
23,1,77.25,1,29,4,2,1,0,1,1
175,1,100.66,8,16,4,5,2,0,0,0
143,0,90.0,11,12,4,1,2,0,0,0
2,0,77.0,11,23,2,3,0,0,0,0
2,3,130.0,10,27,4,2,0,3,0,1
41,1,121.73,4,28,4,3,1,0,0,1
9,0,143.6,4,12,4,5,0,0,3,0
109,0,159.9,10,29,4,1,2,0,5,0
12,0,0.0,8,5,1,3,0,0,0,1
168,0,96.8,10,4,3,4,0,0,0,0
129,1,80.75,6,27,4,4,1,3,0,0
184,1,90.95,7,1,4,2,2,0,0,1
215,0,97.71,9,28,4,2,0,0,0,0
186,0,80.75,9,2,3,2,2,0,0,1
20,1,91.0,1,25,4,3,1,0,0,1
1,1,179.0,9,15,4,2,0,0,0,1
119,0,85.61,6,28,4,5,2,3,0,0
0,1,0.0,3,21,1,1,1,0,6,1
6,1,65.0,11,24,2,1,0,0,0,1
72,1,96.3,4,2,4,1,1,0,3,1
61,0,125.1,9,12,4,1,1,3,0,0
16,0,77.53,12,22,4,3,2,0,3,1
254,0,91.0,9,16,3,2,0,1,0,1
17,0,142.54,11,6,4,2,2,3,0,1
125,0,87.13,7,3,4,2,2,3,0,0
93,2,72.25,12,3,4,3,1,0,0,1
83,2,96.3,4,10,4,1,2,0,0,1
97,1,63.75,7,3,3,2,0,0,0,0
155,0,91.38,7,31,4,2,2,3,0,0
3,2,122.0,8,18,4,2,0,0,0,1
5,1,138.5,4,14,4,3,1,0,3,1
0,0,58.0,12,20,3,1,2,0,0,1
6,2,158.0,12,30,4,2,0,0,0,1
19,0,150.0,11,7,4,1,1,0,0,0
155,3,105.52,8,14,4,5,2,0,0,1
20,2,211.0,6,8,4,4,0,0,5,1
0,0,129.0,8,18,4,1,0,3,3,1
70,2,87.48,10,30,4,3,2,0,0,1
39,0,0.0,8,14,4,2,0,1,0,1
28,0,194.8,8,13,3,3,2,1,0,1
47,2,98.1,12,4,3,0,2,0,0,1
11,0,75.0,8,18,2,2,0,0,0,0
196,0,80.75,5,12,3,3,1,0,0,1
12,3,156.0,6,29,4,2,0,0,3,1
190,1,109.25,8,22,4,3,1,0,0,0
121,0,85.0,6,16,3,3,0,3,0,1
117,1,79.69,6,28,4,3,0,3,0,1
1,0,100.8,10,14,3,2,0,0,0,1
3,1,79.0,11,26,2,1,0,0,0,1
1,0,128.52,12,24,4,3,2,0,3,1
4,1,167.0,8,13,4,1,0,3,0,1
26,1,57.59,11,17,4,3,1,3,0,1
141,2,72.25,7,13,3,4,1,0,0,1
3,0,110.0,9,19,0,2,1,0,3,1
0,0,95.0,3,1,3,1,0,0,0,1
159,0,72.25,8,20,3,2,2,0,0,1
28,0,120.0,11,2,4,1,0,3,0,1
6,1,154.0,9,9,4,2,2,0,0,0
125,0,143.1,9,20,4,5,1,0,3,0
57,0,158.85,9,7,4,4,0,0,3,0
58,0,88.0,11,11,4,2,0,3,0,0
34,0,117.0,9,26,4,0,1,0,0,1
61,0,130.5,8,29,4,3,1,0,3,1
55,2,113.4,6,21,4,2,0,0,3,1
54,1,208.41,8,24,4,5,2,1,3,0
95,2,89.25,9,18,4,2,1,0,0,1
2,0,87.0,2,12,3,2,0,0,0,1
10,1,99.2,12,2,4,2,1,0,0,1
141,2,128.85,6,15,4,4,0,0,0,1
5,2,105.25,8,31,4,3,1,0,0,1
6,0,65.0,3,1,3,3,0,0,0,1
79,1,126.9,6,9,4,3,0,0,0,1
226,0,70.0,10,29,4,2,2,0,0,0
179,2,121.5,9,24,4,1,2,0,0,0
120,0,143.1,9,20,4,5,1,0,3,0
1,0,100.0,1,27,4,1,0,0,0,1
55,0,85.5,8,30,3,6,2,0,0,1
12,0,112.42,5,30,4,2,1,0,3,0
21,0,117.0,2,29,4,0,1,0,3,1
168,0,85.0,4,22,4,2,1,0,0,0
7,0,71.7,3,7,3,5,2,0,0,1
58,1,152.08,9,26,4,3,1,0,5,1
6,0,68.0,11,27,3,4,2,0,0,1
57,0,67.5,3,11,4,2,1,3,0,0
19,0,126.0,10,12,4,2,1,0,0,1
47,1,207.9,8,22,4,3,1,0,5,0
6,0,137.0,3,3,4,3,0,0,0,0
2,0,67.0,7,3,2,0,2,0,0,1
44,1,133.0,4,23,3,1,2,0,0,1
3,4,155.68,9,20,4,3,0,0,1,1
8,1,75.81,10,31,4,5,2,0,0,1
116,0,60.0,2,28,3,1,2,0,0,0
130,0,87.55,4,19,3,4,0,0,0,1
79,2,52.85,11,18,4,4,0,0,0,1
4,0,1.0,2,23,4,2,0,0,0,1
97,0,130.9,5,18,4,4,0,3,0,0
120,2,76.5,8,9,4,1,2,0,0,1
57,0,123.55,8,29,4,8,3,0,3,0
187,1,119.85,9,22,4,3,1,0,0,0
36,3,171.9,10,9,4,2,2,0,3,1
34,1,129.6,3,15,4,5,0,1,3,1
34,0,81.0,6,19,3,1,2,0,0,0
12,0,80.0,2,24,4,3,0,0,0,1
110,0,94.5,7,25,3,1,2,1,0,1
18,0,89.0,4,8,4,1,0,3,0,0
163,2,105.3,8,1,4,0,1,0,0,0
12,2,125.0,8,20,4,3,0,0,0,1
20,1,231.0,7,6,4,1,0,0,5,1
8,1,99.46,8,22,4,5,1,0,3,1
8,0,65.0,11,5,2,4,2,0,0,1
77,1,96.3,4,25,4,1,1,0,0,1
78,2,177.3,4,7,4,2,0,0,5,1
207,1,168.3,8,4,4,1,0,0,5,0
46,2,119.5,10,25,4,2,0,3,0,1
17,1,104.0,11,6,4,1,0,3,0,1
159,1,90.95,6,27,4,3,1,0,0,1
79,0,96.3,3,21,4,2,1,0,0,0
112,0,99.45,4,27,4,4,0,0,3,0
176,3,169.88,10,24,4,3,1,0,5,1
18,1,94.96,10,31,4,2,2,0,0,1
83,0,56.1,9,30,3,1,0,1,0,1
4,1,0.0,11,19,1,1,0,0,3,1
148,0,114.3,8,7,4,0,1,0,0,0
136,1,86.36,8,11,4,3,2,0,0,1
2,2,209.5,9,30,4,2,0,0,3,1
26,3,170.0,11,11,4,1,0,0,3,1
16,2,124.0,9,21,4,3,1,0,0,1
1,1,126.0,10,5,4,0,1,0,0,0
110,3,93.08,4,10,4,2,2,0,3,1
117,1,116.05,7,8,4,3,2,0,0,1
127,0,97.75,11,19,4,2,2,0,3,0
25,0,139.0,9,8,4,2,0,3,0,0
21,1,102.0,11,1,4,4,0,0,0,0
28,1,169.0,7,27,4,1,0,0,0,1
46,2,90.09,9,11,3,4,2,0,0,1
25,1,80.85,10,4,4,1,2,0,0,1
88,1,85.0,9,12,3,0,1,0,0,1
10,1,143.1,9,15,4,1,0,0,0,0
17,1,142.63,11,9,4,4,0,0,0,1
22,0,133.5,12,1,4,3,2,0,0,1
1,1,87.0,12,12,4,1,1,3,0,1
3,0,106.0,12,27,4,2,0,0,0,1
25,0,85.0,10,9,3,2,2,0,0,1
52,1,130.9,12,17,4,4,2,0,3,1
15,0,177.0,4,29,4,2,0,0,3,0
50,0,87.84,8,29,3,3,1,0,0,1
63,2,149.4,9,12,4,2,1,0,3,1
44,0,98.8,12,2,4,2,0,0,0,0
224,0,72.76,8,22,4,5,3,0,0,0
4,0,110.0,10,10,0,2,1,0,3,1
60,0,65.0,4,25,2,0,1,0,0,1
15,0,96.9,12,5,4,3,1,0,3,1
1,1,89.0,8,9,4,2,2,3,0,1
77,1,123.45,4,30,4,3,2,0,0,1
68,0,60.0,12,2,3,4,0,0,3,1
25,1,119.0,10,20,4,3,0,3,0,1
4,0,65.0,3,21,2,0,1,0,0,1
104,1,108.0,10,17,4,2,1,3,0,0
16,0,164.0,9,26,4,0,1,0,3,0
116,2,129.6,9,15,4,3,0,0,0,1
41,0,139.95,9,4,3,2,2,0,4,1
119,0,139.95,7,31,4,2,2,0,3,1
4,1,113.0,6,26,4,0,2,3,0,1
18,0,74.8,12,17,4,2,2,3,0,1
12,0,65.0,10,9,2,0,1,0,0,1
12,0,85.0,12,28,4,0,1,3,0,1
44,2,168.3,8,14,4,2,2,0,3,1
7,1,154.0,7,11,4,0,1,0,0,1
54,0,72.0,11,12,3,1,0,0,0,1
35,0,219.6,8,19,4,3,2,1,3,0
48,0,75.0,10,31,3,2,1,0,0,1
35,1,113.4,6,21,4,2,0,0,0,1
29,2,109.0,5,29,4,0,1,3,0,1
12,1,117.04,10,1,4,2,0,3,0,1
52,1,131.4,3,19,4,1,2,0,3,0
174,1,99.45,8,13,4,2,2,0,0,1
33,0,124.25,9,12,4,4,1,0,1,0
7,2,164.0,10,7,4,3,0,0,0,1
140,1,112.5,8,12,4,2,0,3,0,1
64,1,140.0,5,17,2,2,0,0,0,1
28,1,147.25,4,11,4,3,1,1,0,1
15,0,111.0,12,3,4,1,0,0,0,1
35,0,78.3,1,13,4,2,0,0,0,0
45,2,82.44,11,19,4,1,0,0,1,1
81,0,132.3,10,8,4,3,2,0,3,0
74,2,109.0,9,18,3,2,0,1,0,1
13,0,95.0,7,20,2,2,0,0,0,1
22,1,0.0,12,8,1,3,0,0,0,1
90,0,60.0,12,21,3,4,1,0,3,1
1,1,41.0,1,21,2,1,0,0,3,1
0,0,149.0,8,27,4,1,1,3,0,1
173,2,104.4,10,25,4,3,0,0,3,0
5,1,65.0,12,12,2,0,1,0,0,1
0,1,149.0,6,20,4,1,1,0,3,1
34,1,158.4,10,2,4,1,2,0,3,1
203,1,105.3,8,10,4,3,0,0,0,0
214,1,105.3,8,4,4,2,0,0,3,0
16,0,55.0,11,27,3,2,0,0,0,1
200,0,90.0,10,23,3,0,2,1,0,1
115,1,90.95,5,2,3,3,1,0,3,1
42,1,103.84,4,21,4,3,1,0,0,1
1,3,184.0,10,1,4,1,1,0,0,1
54,0,87.3,3,2,4,2,0,0,0,0
12,0,101.0,4,8,4,1,0,0,0,1
130,1,114.3,8,11,4,4,2,0,0,1
96,1,114.3,7,6,4,3,0,0,0,1
151,2,121.5,9,4,4,5,2,0,0,0
99,1,96.3,4,13,4,2,0,0,0,0
1,1,135.0,12,31,4,1,0,0,0,1
54,0,85.0,6,11,3,1,2,3,0,1
152,1,149.25,8,6,4,3,2,1,0,0
58,1,132.3,10,10,4,3,1,0,3,0
4,2,99.0,6,13,4,0,1,3,0,1
30,1,134.1,8,2,4,3,0,3,0,1
27,3,104.5,12,27,3,1,2,1,0,1
1,1,232.5,11,6,4,0,2,0,3,1
5,2,175.0,10,14,4,2,0,0,3,1
11,1,145.0,10,3,4,2,2,0,0,1
198,3,116.1,9,15,4,1,0,3,0,1
154,3,177.3,6,28,4,3,0,0,5,1
168,1,171.9,11,7,4,3,1,0,0,0
28,0,175.4,6,27,4,3,1,0,3,0
7,1,201.0,7,29,4,1,0,0,5,1
7,0,76.29,11,27,4,5,3,3,0,0
6,0,37.33,11,22,3,1,2,0,0,1
7,3,143.0,9,20,4,1,0,0,0,1
267,0,95.0,9,30,4,2,1,0,0,0
0,1,68.4,1,24,3,2,2,0,3,1
6,0,197.12,5,20,4,4,2,0,6,0
172,0,104.4,10,28,4,2,2,0,3,0
112,0,99.95,5,7,4,1,1,3,0,1
81,0,89.25,9,16,4,4,2,0,0,1
52,0,140.4,5,31,4,5,0,0,3,1
69,1,76.5,7,22,4,5,2,0,0,0
14,1,124.0,8,31,4,1,0,0,0,1
102,0,104.4,10,27,4,2,0,0,3,0
128,1,90.0,11,26,4,1,1,0,0,0
17,1,95.0,6,23,4,1,0,0,0,0
27,1,171.44,12,7,4,4,0,0,3,1
63,2,114.3,7,18,4,1,1,0,0,1
15,2,124.0,9,20,4,3,2,0,0,1
44,0,135.4,5,27,2,2,2,0,4,0
165,2,123.3,10,27,4,3,1,0,3,0
29,1,64.67,12,1,4,3,1,0,0,1
95,1,141.32,5,22,4,3,2,0,3,0
103,2,61.5,3,3,3,3,0,0,0,1
386,0,90.0,10,23,3,0,2,1,0,1
40,0,72.9,2,16,4,1,0,0,0,0
39,1,74.8,11,15,4,5,2,3,0,0
82,1,72.25,3,29,4,5,1,3,0,1
1,0,95.0,3,9,4,1,0,0,0,1
19,0,74.64,3,4,4,2,1,0,0,0
37,0,126.45,3,24,4,2,0,0,3,1
123,1,112.24,7,31,4,5,4,0,3,1
41,1,112.0,11,3,3,3,1,0,0,1
21,0,63.75,11,21,3,5,1,0,0,1
97,1,97.2,10,11,4,2,0,3,0,0
35,0,137.7,4,22,4,1,0,0,3,1
93,0,90.9,10,27,4,2,0,0,0,0
13,0,104.0,4,26,4,2,0,3,0,1
143,0,64.26,5,2,4,4,1,3,0,1
50,0,111.6,12,27,4,1,0,0,0,0
56,1,119.75,3,20,4,2,2,0,3,1
9,1,0.0,10,10,1,0,1,0,0,1
0,0,75.0,9,21,3,2,1,0,3,1
59,0,77.85,3,17,4,3,0,0,3,0
217,2,76.5,8,7,4,1,0,0,1,0
1,2,95.0,11,17,4,3,0,3,0,1
32,1,80.3,2,5,4,3,2,0,0,1
5,0,72.25,8,21,3,1,2,0,0,1
15,0,93.0,2,25,4,2,0,0,0,1
65,0,162.45,6,10,4,7,3,0,0,0
8,1,72.38,12,6,4,2,0,0,0,1
152,2,74.8,12,18,4,2,2,3,0,1
123,0,105.3,8,1,4,3,1,0,0,0
11,2,135.0,10,2,4,0,2,3,0,1
154,0,75.0,7,1,4,2,1,0,0,0
118,1,90.95,4,13,4,4,0,0,0,1
77,1,150.45,5,15,4,2,2,0,0,0
112,0,131.13,12,27,4,3,0,0,3,0
47,2,94.5,10,20,4,4,0,0,0,1
43,2,79.48,11,12,4,2,2,3,0,1
19,1,170.33,6,2,4,3,0,0,3,1
221,1,96.9,8,22,3,1,1,0,0,1
4,0,0.0,12,23,1,2,1,0,5,1
0,0,108.11,7,28,4,1,0,0,0,1
34,1,66.53,10,6,4,2,0,0,0,1
117,0,76.0,2,29,3,1,1,0,0,1
63,0,136.0,5,17,3,3,0,0,0,1
45,3,217.75,3,15,4,8,2,0,6,1
28,1,77.39,2,5,4,2,2,0,1,1
37,0,131.4,6,4,4,1,1,0,3,0
71,0,72.25,7,24,3,1,2,0,0,1
76,0,78.15,3,19,4,1,2,0,1,0
8,1,148.0,8,9,4,4,0,3,0,1
92,4,147.9,12,6,4,10,2,0,5,1
211,1,143.1,10,7,4,2,0,1,0,0
25,1,126.23,6,14,4,4,0,0,3,1
36,0,60.29,1,12,4,4,0,0,0,0
12,2,93.0,2,7,4,0,1,0,0,1
0,1,79.0,2,26,4,1,0,3,0,1
294,0,58.5,9,21,3,4,0,1,0,1
119,1,161.1,11,10,4,1,0,3,0,1
42,0,118.0,12,31,3,3,0,0,0,1
6,1,114.0,9,21,4,2,1,3,0,1
30,1,15.0,1,3,4,0,1,0,1,1
130,2,104.4,10,29,4,1,2,0,3,1
22,1,148.0,9,26,4,1,1,0,0,1
185,0,90.95,7,18,4,5,2,0,0,0
107,0,105.3,7,13,4,4,1,0,0,0
39,1,135.0,11,10,4,3,0,3,0,1
25,0,127.67,5,21,4,1,2,0,0,0
296,0,158.4,7,24,4,5,2,0,5,0
115,0,98.25,5,5,4,3,1,3,0,1
1,0,140.0,10,21,4,2,0,0,0,1
140,0,86.05,8,9,3,5,0,0,3,1
141,0,80.75,4,17,3,2,2,0,3,1
46,0,108.72,9,9,3,2,0,0,0,1
249,0,89.75,10,14,3,6,2,0,0,1
71,1,90.56,10,8,4,3,1,0,0,1
15,2,115.0,9,16,4,2,0,3,3,1
5,0,56.0,1,5,3,5,0,0,0,1
68,1,88.4,12,8,4,3,1,0,0,1
74,0,149.4,9,27,4,2,0,0,3,0
56,0,74.0,6,9,3,3,1,0,0,1
237,2,87.67,9,22,4,3,1,0,0,1
8,1,111.35,5,25,4,1,0,0,0,1
171,0,89.25,8,2,4,5,0,3,0,0
36,2,203.02,4,15,4,2,1,0,6,1
60,2,96.98,12,23,4,4,0,0,0,1
1,2,91.38,11,20,4,2,2,0,0,1
14,1,89.0,9,14,2,1,0,0,0,1
71,2,153.0,10,18,4,1,0,1,0,1
3,0,107.0,2,29,2,2,1,0,4,1
9,0,65.0,11,23,2,2,0,0,0,1
24,0,80.2,11,27,4,1,2,0,0,1
78,0,90.9,10,30,4,0,2,0,0,0
91,1,120.69,8,14,4,0,1,0,0,1
52,0,108.0,10,17,4,2,1,3,0,0
76,1,131.26,5,12,4,3,1,0,0,1
5,1,89.0,5,29,4,0,1,3,0,1
34,0,115.2,3,22,4,3,0,0,0,0
26,0,171.0,2,8,4,1,1,0,5,0
147,0,97.75,8,8,4,3,1,3,0,0
52,1,137.7,7,12,4,2,0,0,3,1
46,2,125.1,8,17,4,1,0,3,0,1
55,1,60.0,1,31,3,1,2,0,0,1
43,2,88.0,12,25,4,1,2,3,0,1
0,0,15.0,7,10,4,0,1,0,0,1
2,0,119.0,4,12,4,1,0,3,0,1
38,2,53.97,2,6,4,2,2,3,0,1
228,1,76.85,7,29,4,2,1,0,1,1
22,1,159.0,8,1,4,3,1,0,0,1
86,0,118.8,7,13,4,4,0,0,3,0
12,1,55.0,12,5,3,1,1,0,0,1
181,0,78.48,10,11,4,1,0,3,0,0
14,1,100.87,9,14,4,2,1,3,0,1
61,1,89.75,4,30,3,1,1,0,0,1
68,1,75.65,4,1,4,2,2,3,0,0
98,2,114.3,7,3,4,1,2,0,0,1
224,1,97.96,9,4,4,2,2,0,0,1
120,0,104.4,10,31,4,0,1,0,3,1
46,1,102.6,12,10,4,1,0,0,0,1
45,0,81.0,9,12,3,1,1,0,0,1
184,1,65.29,10,17,4,6,2,0,1,1
50,1,97.2,11,4,4,1,0,0,0,1
138,0,63.36,2,28,4,1,2,3,0,0
166,2,121.5,8,2,4,3,0,0,0,0
101,0,142.3,7,21,4,3,0,0,3,0
68,0,121.5,5,10,4,3,0,0,0,0
4,0,66.0,3,7,2,1,1,0,0,1
134,1,146.7,8,12,4,2,1,0,3,1
3,3,152.0,9,12,4,1,0,0,0,1
111,1,155.7,8,11,4,2,0,0,3,1
86,1,82.45,3,31,4,3,1,0,0,1
80,1,126.9,5,2,4,1,1,0,0,1
77,0,113.4,10,19,4,2,0,0,0,0
10,1,120.0,10,29,4,1,1,3,0,1
20,1,88.0,12,8,4,1,0,3,0,1
6,0,65.0,10,10,3,1,2,0,0,1
1,0,65.0,9,30,2,1,0,0,0,1
28,0,105.8,3,5,4,1,2,0,3,0
5,0,79.33,11,17,4,4,2,3,0,0
3,0,99.0,8,17,2,3,1,0,0,0
0,0,75.0,2,10,2,2,0,0,0,1
30,1,109.1,9,25,4,0,2,0,0,1
143,0,59.5,3,25,3,2,1,0,0,1
0,0,62.73,5,16,4,0,1,3,0,1
8,0,111.5,12,3,4,1,1,0,0,1
66,1,79.0,12,24,4,1,2,0,3,1
3,1,96.0,12,5,4,0,1,0,0,1
88,0,116.1,5,2,4,2,1,3,0,0
88,0,71.0,10,7,2,2,0,0,0,1
7,0,125.0,10,6,3,1,0,0,0,1
32,0,191.7,6,8,4,4,0,0,5,0
1,1,107.03,7,4,4,2,1,3,0,1
133,0,189.0,7,23,4,1,0,1,3,0
95,0,75.1,3,23,4,3,0,3,0,1
8,1,85.35,10,29,4,1,2,3,0,1
1,0,94.0,7,7,2,1,0,0,3,1
173,2,94.5,7,8,4,1,0,3,0,1
21,1,112.0,3,12,4,1,2,0,0,1
1,0,65.0,4,1,2,1,0,0,0,1
28,0,132.05,7,3,4,2,2,3,0,0
2,0,90.0,9,10,2,1,0,0,0,1
132,2,153.0,11,25,4,2,0,0,5,1
28,1,141.0,5,21,4,1,0,0,0,0
145,0,118.8,7,28,4,2,0,0,3,1
11,0,112.88,9,5,2,0,1,0,0,1
94,0,131.4,8,24,4,4,0,0,3,0
17,0,133.5,4,6,4,4,0,0,3,0
54,1,116.1,6,17,4,3,2,0,0,1
147,2,103.7,7,1,4,2,2,0,3,1
0,1,149.0,6,28,4,1,0,0,0,1
92,1,60.0,12,26,3,3,2,0,3,1
22,1,154.0,11,17,4,3,0,0,3,0
144,0,95.4,6,2,4,3,0,3,0,1
138,1,137.7,7,16,4,1,1,0,0,1
0,1,122.5,12,30,4,4,0,0,0,1
26,0,127.2,9,5,4,3,1,0,0,0
5,2,0.0,11,20,1,0,1,0,3,1
68,1,112.2,4,21,4,3,0,0,3,1
14,0,116.0,8,8,3,5,2,1,0,0
240,2,253.1,12,31,4,1,2,0,3,0
48,1,137.7,4,11,4,2,1,0,3,0
63,0,87.3,3,5,4,1,2,0,3,0
121,0,89.76,9,9,4,4,2,3,0,1
32,1,130.0,11,11,4,2,0,0,0,1
2,0,71.6,1,3,4,0,1,0,0,1
0,1,96.33,8,31,4,2,1,3,0,1
30,1,105.75,9,12,4,4,2,0,0,1
10,0,79.75,1,30,4,6,2,3,0,1
1,1,131.0,6,11,4,2,2,0,3,1
67,0,78.3,3,13,4,0,2,0,0,1
21,0,67.32,12,19,4,4,1,0,0,1
58,1,86.72,4,25,4,3,1,0,3,1
19,1,150.02,9,18,4,4,2,0,5,0
36,2,126.9,5,11,4,3,0,0,0,1
9,1,131.33,4,8,4,2,1,0,3,1
54,0,49.43,3,1,4,4,0,3,0,1
67,0,168.9,12,27,4,3,0,0,5,0
25,0,108.0,9,12,4,0,1,0,0,0
30,0,85.5,6,2,3,2,0,0,0,1
131,1,105.74,6,17,4,3,2,0,0,1
95,1,131.4,8,24,4,4,2,0,3,0
86,0,60.0,5,20,3,2,1,0,0,1
39,2,177.0,4,29,4,2,0,0,3,1
12,0,61.0,1,16,3,2,2,0,0,1
12,1,65.0,6,14,2,2,0,0,0,1
0,0,79.0,2,18,4,1,0,3,0,1
29,1,279.2,9,28,4,4,1,0,6,0
2,0,104.0,10,26,4,1,0,0,0,1
200,0,129.54,9,20,4,8,2,0,0,0
69,2,93.6,12,24,4,1,2,0,0,1
164,1,100.0,10,2,3,1,0,0,0,1
5,0,70.0,11,4,3,3,0,0,0,1
17,0,79.0,3,9,4,2,0,3,0,1
210,0,0.0,10,8,4,3,1,1,0,0
176,1,108.45,7,28,4,4,2,0,0,0
115,0,1.0,2,27,4,1,0,0,0,1
123,0,123.3,8,13,4,1,0,0,0,0
101,3,121.5,7,15,4,1,0,0,0,1
21,0,210.6,5,15,4,0,1,1,3,0
37,1,108.8,12,27,4,4,0,0,0,1
152,2,184.34,7,30,4,11,5,1,0,0
0,2,168.3,8,20,4,1,0,0,3,1
46,1,112.67,10,25,4,3,0,3,0,0
57,1,118.5,3,21,4,2,1,0,3,1
20,1,77.77,4,17,4,1,2,0,0,1
38,2,105.12,10,17,4,3,2,0,0,1
6,2,95.33,8,14,4,2,1,0,0,1
159,0,105.3,7,19,4,2,0,0,0,0
25,0,85.0,10,9,3,2,2,0,0,0
33,1,89.1,8,30,4,2,0,3,0,0
199,1,63.75,11,4,3,2,1,0,0,1
180,1,98.1,10,10,4,0,1,3,0,0
123,2,105.61,12,26,4,3,1,0,3,1
137,1,90.0,11,15,4,2,0,0,0,0
31,0,168.63,10,19,4,1,0,0,5,0
10,1,121.0,6,9,4,1,0,0,0,1
153,0,96.3,8,26,4,2,2,0,0,0
71,2,168.3,4,18,4,1,1,0,5,1
20,0,122.2,3,19,4,3,2,0,0,1
174,2,126.9,9,7,4,1,0,0,0,0
25,0,72.25,7,1,3,2,2,0,0,1
1,1,0.0,9,14,4,0,0,0,0,1
96,1,94.35,4,9,4,3,2,0,3,1
0,0,177.0,7,11,4,0,1,0,5,1
82,0,80.75,5,17,3,2,0,0,0,1
146,1,114.3,8,5,4,1,0,0,0,1
68,1,65.29,10,17,4,4,2,0,0,1
84,0,132.6,5,24,4,4,0,0,3,0
64,2,79.2,11,20,4,2,0,0,0,1
42,1,112.59,9,15,4,1,0,0,0,1
138,1,109.8,6,29,4,3,0,0,3,0
12,1,127.0,2,26,4,2,0,0,3,0
3,1,119.0,4,28,4,1,0,3,0,1
28,1,130.66,7,2,4,3,2,3,0,1
175,1,87.32,9,30,4,2,2,0,0,1
3,2,129.0,3,21,4,3,1,0,0,1
37,0,37.33,11,6,4,2,1,0,0,0
106,1,82.45,7,27,3,3,0,0,3,1
107,1,127.1,8,20,4,1,2,0,0,1
66,1,231.0,11,17,4,3,0,1,5,0
147,1,96.5,4,4,4,3,1,0,1,0
97,1,76.5,8,19,4,1,0,0,0,1
277,0,84.15,10,20,4,3,2,3,0,0
19,0,217.67,4,29,4,2,1,0,5,0
102,0,140.4,6,3,4,1,0,0,3,1
7,0,85.0,8,15,4,1,1,3,0,1
10,2,100.38,11,22,4,5,1,0,0,1
124,0,80.75,5,9,3,2,1,0,0,1
4,1,186.33,9,13,4,1,2,0,5,1
209,0,111.35,9,29,4,3,1,0,0,0
125,1,130.5,7,29,4,1,0,0,0,1
104,0,68.42,4,19,4,3,0,0,0,1
49,0,69.11,9,18,4,2,2,0,0,1
8,1,81.0,2,26,4,2,0,3,0,1
24,2,159.0,5,29,4,0,1,0,3,1
73,0,60.0,12,6,3,1,2,0,3,1
162,0,86.82,7,14,4,5,2,3,0,0
37,2,103.5,9,2,4,1,0,0,0,1
3,2,94.0,8,13,4,4,2,0,0,1
29,0,151.0,8,20,4,1,0,0,0,1
93,1,79.2,12,18,4,1,2,3,0,1
193,1,93.09,9,29,4,3,0,0,0,0
40,0,134.0,11,6,3,0,2,0,0,1
139,1,94.5,7,28,4,1,0,3,0,1
5,0,116.42,6,26,4,3,2,3,0,0
0,0,114.0,10,18,4,0,1,3,0,1
112,1,149.75,9,16,3,4,2,1,3,1
51,0,112.0,11,4,3,2,1,0,0,1
35,3,99.0,9,25,4,0,2,3,0,1
13,0,88.0,12,8,4,1,0,3,0,1
3,0,66.0,2,25,2,1,0,0,0,1
278,0,84.15,12,27,3,5,0,0,0,1
54,1,78.3,3,12,4,1,2,0,0,1
332,2,77.23,9,22,4,3,1,0,0,1
282,0,115.6,12,29,4,3,1,1,0,1
54,0,87.5,2,28,4,0,1,3,0,1
45,1,139.5,10,7,4,2,2,0,3,0
206,1,102.85,10,6,4,5,2,0,0,0
103,0,95.0,5,4,3,3,0,0,0,0
178,1,92.94,6,27,4,3,1,0,0,1
14,0,107.0,12,27,4,2,2,0,0,1
59,1,118.27,4,24,4,5,2,0,3,1
